Fuel efficiency,Totall Transported Capability,Total CO2 Emission rate,Total NOx Emission rate,Total SOx Emission rate,Total Waiting Time rate,InitialCost,
2.31083279575726E-4,1.16726311584E13,1.162388379507359E-6,1.339169364976887E-9,0.0,0.029691896130252294,350.18000000000006,
