CASE,HFO,LSFO,LNG,HFOLNG,Persian Gulf(LNG),Persian Gulf(method),Japan(LNG),Japan(method),Singapore(LNG),Singapore(method),Valid,Explanation
12029,15,0,5,0,0,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
12030,15,0,5,0,0,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
12031,15,0,5,0,0,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
12032,15,0,5,0,0,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
12033,15,0,5,0,0,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
12034,15,0,5,0,0,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
12035,15,0,5,0,0,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
12036,15,0,5,0,0,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
12037,15,0,5,0,0,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
12038,15,0,5,0,0,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
12039,15,0,5,0,0,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
12040,15,0,5,0,0,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
12041,15,0,5,0,0,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
12042,15,0,5,0,0,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
12043,15,0,5,0,0,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
12044,15,0,5,0,0,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
12045,15,0,5,0,0,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
12046,15,0,5,0,0,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
12047,15,0,5,0,0,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
12048,15,0,5,0,0,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
12049,15,0,5,0,0,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
12050,15,0,5,0,0,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
12051,15,0,5,0,0,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
12052,15,0,5,0,0,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
12053,15,0,5,0,0,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
12054,15,0,5,0,0,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
12055,15,0,5,0,0,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
12056,15,0,5,0,0,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
12057,15,0,5,0,0,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
12058,15,0,5,0,0,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
12059,15,0,5,0,0,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
12060,15,0,5,0,0,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
12061,15,0,5,0,0,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
12062,15,0,5,0,0,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
12063,15,0,5,0,0,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
12064,15,0,5,0,1,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
12065,15,0,5,0,1,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
12066,15,0,5,0,1,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
12067,15,0,5,0,1,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
12068,15,0,5,0,1,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
12069,15,0,5,0,1,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
12070,15,0,5,0,1,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
12071,15,0,5,0,1,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
12072,15,0,5,0,1,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
12073,15,0,5,0,1,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
12074,15,0,5,0,1,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
12075,15,0,5,0,1,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
12076,15,0,5,0,1,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
12077,15,0,5,0,1,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
12078,15,0,5,0,1,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
12079,15,0,5,0,1,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
12080,15,0,5,0,1,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
12081,15,0,5,0,1,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
12082,15,0,5,0,1,Truck to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
12083,15,0,5,0,1,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
12084,15,0,5,0,1,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
12085,15,0,5,0,1,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
12086,15,0,5,0,1,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
12087,15,0,5,0,1,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
12088,15,0,5,0,1,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
12089,15,0,5,0,1,Truck to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
12090,15,0,5,0,1,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
12091,15,0,5,0,1,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
12092,15,0,5,0,1,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
12093,15,0,5,0,1,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
12094,15,0,5,0,1,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
12095,15,0,5,0,1,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
12096,15,0,5,0,1,Truck to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
12097,15,0,5,0,1,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
12098,15,0,5,0,1,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
12099,15,0,5,0,1,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
12100,15,0,5,0,1,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
12101,15,0,5,0,1,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
12102,15,0,5,0,1,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
12103,15,0,5,0,1,Truck to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
12104,15,0,5,0,1,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
12105,15,0,5,0,1,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
12106,15,0,5,0,1,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
12107,15,0,5,0,1,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
12108,15,0,5,0,1,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
12109,15,0,5,0,1,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
12110,15,0,5,0,1,Truck to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
12111,15,0,5,0,1,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
12112,15,0,5,0,1,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
12113,15,0,5,0,1,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
12114,15,0,5,0,1,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
12115,15,0,5,0,1,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
12116,15,0,5,0,1,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
12117,15,0,5,0,1,Truck to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
12118,15,0,5,0,1,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
12119,15,0,5,0,1,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
12120,15,0,5,0,1,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
12121,15,0,5,0,1,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
12122,15,0,5,0,1,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
12123,15,0,5,0,1,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
12124,15,0,5,0,1,Ship to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
12125,15,0,5,0,1,Ship to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
12126,15,0,5,0,1,Ship to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
12127,15,0,5,0,1,Ship to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
12128,15,0,5,0,1,Ship to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
12129,15,0,5,0,1,Ship to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
12130,15,0,5,0,1,Ship to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
12131,15,0,5,0,1,Ship to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
12132,15,0,5,0,1,Ship to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
12133,15,0,5,0,1,Ship to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
12134,15,0,5,0,1,Ship to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
12135,15,0,5,0,1,Ship to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
12136,15,0,5,0,1,Ship to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
12137,15,0,5,0,1,Ship to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
12138,15,0,5,0,1,Ship to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
12139,15,0,5,0,1,Ship to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
12140,15,0,5,0,1,Ship to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
12141,15,0,5,0,1,Ship to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
12142,15,0,5,0,1,Ship to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
12143,15,0,5,0,1,Ship to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
12144,15,0,5,0,1,Ship to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
12145,15,0,5,0,1,Ship to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
12146,15,0,5,0,1,Ship to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
12147,15,0,5,0,1,Ship to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
12148,15,0,5,0,1,Ship to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
12149,15,0,5,0,1,Ship to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
12150,15,0,5,0,1,Ship to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
12151,15,0,5,0,1,Ship to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
12152,15,0,5,0,1,Ship to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
12153,15,0,5,0,1,Ship to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
12154,15,0,5,0,1,Ship to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
12155,15,0,5,0,1,Ship to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
12156,15,0,5,0,1,Ship to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
12157,15,0,5,0,1,Ship to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
12158,15,0,5,0,1,Ship to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
12159,15,0,5,0,1,Ship to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
12160,15,0,5,0,1,Ship to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
12161,15,0,5,0,1,Ship to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
12162,15,0,5,0,1,Ship to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
12163,15,0,5,0,1,Ship to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
12164,15,0,5,0,1,Ship to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
12165,15,0,5,0,1,Ship to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
12166,15,0,5,0,1,Ship to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
12167,15,0,5,0,1,Ship to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
12168,15,0,5,0,1,Ship to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
12169,15,0,5,0,1,Ship to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
12170,15,0,5,0,1,Ship to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
12171,15,0,5,0,1,Ship to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
12172,15,0,5,0,1,Ship to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
12173,15,0,5,0,1,Ship to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
12174,15,0,5,0,1,Ship to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
12175,15,0,5,0,1,Ship to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
12176,15,0,5,0,1,Ship to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
12177,15,0,5,0,1,Ship to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
12178,15,0,5,0,1,Ship to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
12179,15,0,5,0,1,Ship to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
12180,15,0,5,0,1,Ship to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
12181,15,0,5,0,1,Ship to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
12182,15,0,5,0,1,Ship to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
12183,15,0,5,0,1,Ship to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
12184,15,0,5,0,1,Shore to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
12185,15,0,5,0,1,Shore to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
12186,15,0,5,0,1,Shore to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
12187,15,0,5,0,1,Shore to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
12188,15,0,5,0,1,Shore to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
12189,15,0,5,0,1,Shore to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
12190,15,0,5,0,1,Shore to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
12191,15,0,5,0,1,Shore to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
12192,15,0,5,0,1,Shore to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
12193,15,0,5,0,1,Shore to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
12194,15,0,5,0,1,Shore to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
12195,15,0,5,0,1,Shore to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
12196,15,0,5,0,1,Shore to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
12197,15,0,5,0,1,Shore to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
12198,15,0,5,0,1,Shore to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
12199,15,0,5,0,1,Shore to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
12200,15,0,5,0,1,Shore to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
12201,15,0,5,0,1,Shore to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
12202,15,0,5,0,1,Shore to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
12203,15,0,5,0,1,Shore to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
12204,15,0,5,0,1,Shore to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
12205,15,0,5,0,1,Shore to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
12206,15,0,5,0,1,Shore to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
12207,15,0,5,0,1,Shore to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
12208,15,0,5,0,1,Shore to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
12209,15,0,5,0,1,Shore to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
12210,15,0,5,0,1,Shore to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
12211,15,0,5,0,1,Shore to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
12212,15,0,5,0,1,Shore to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
12213,15,0,5,0,1,Shore to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
12214,15,0,5,0,1,Shore to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
12215,15,0,5,0,1,Shore to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
12216,15,0,5,0,1,Shore to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
12217,15,0,5,0,1,Shore to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
12218,15,0,5,0,1,Shore to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
12219,15,0,5,0,1,Shore to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
12220,15,0,5,0,1,Shore to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
12221,15,0,5,0,1,Shore to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
12222,15,0,5,0,1,Shore to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
12223,15,0,5,0,1,Shore to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
12224,15,0,5,0,1,Shore to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
12225,15,0,5,0,1,Shore to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
12226,15,0,5,0,1,Shore to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
12227,15,0,5,0,1,Shore to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
12228,15,0,5,0,1,Shore to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
12229,15,0,5,0,1,Shore to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
12230,15,0,5,0,1,Shore to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
12231,15,0,5,0,1,Shore to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
12232,15,0,5,0,1,Shore to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
12233,15,0,5,0,1,Shore to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
12234,15,0,5,0,1,Shore to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
12235,15,0,5,0,1,Shore to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
12236,15,0,5,0,1,Shore to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
12237,15,0,5,0,1,Shore to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
12238,15,0,5,0,1,Shore to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
12239,15,0,5,0,1,Shore to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
12240,15,0,5,0,1,Shore to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
12241,15,0,5,0,1,Shore to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
12242,15,0,5,0,1,Shore to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
12243,15,0,5,0,1,Shore to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
12244,15,0,5,0,3,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
12245,15,0,5,0,3,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
12246,15,0,5,0,3,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
12247,15,0,5,0,3,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
12248,15,0,5,0,3,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
12249,15,0,5,0,3,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
12250,15,0,5,0,3,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
12251,15,0,5,0,3,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
12252,15,0,5,0,3,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
12253,15,0,5,0,3,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
12254,15,0,5,0,3,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
12255,15,0,5,0,3,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
12256,15,0,5,0,3,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
12257,15,0,5,0,3,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
12258,15,0,5,0,3,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
12259,15,0,5,0,3,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
12260,15,0,5,0,3,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
12261,15,0,5,0,3,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
12262,15,0,5,0,3,Truck to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
12263,15,0,5,0,3,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
12264,15,0,5,0,3,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
12265,15,0,5,0,3,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
12266,15,0,5,0,3,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
12267,15,0,5,0,3,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
12268,15,0,5,0,3,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
12269,15,0,5,0,3,Truck to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
12270,15,0,5,0,3,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
12271,15,0,5,0,3,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
12272,15,0,5,0,3,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
12273,15,0,5,0,3,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
12274,15,0,5,0,3,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
12275,15,0,5,0,3,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
12276,15,0,5,0,3,Truck to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
12277,15,0,5,0,3,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
12278,15,0,5,0,3,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
12279,15,0,5,0,3,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
12280,15,0,5,0,3,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
12281,15,0,5,0,3,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
12282,15,0,5,0,3,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
12283,15,0,5,0,3,Truck to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
12284,15,0,5,0,3,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
12285,15,0,5,0,3,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
12286,15,0,5,0,3,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
12287,15,0,5,0,3,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
12288,15,0,5,0,3,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
12289,15,0,5,0,3,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
12290,15,0,5,0,3,Truck to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
12291,15,0,5,0,3,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
12292,15,0,5,0,3,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
12293,15,0,5,0,3,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
12294,15,0,5,0,3,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
12295,15,0,5,0,3,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
12296,15,0,5,0,3,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
12297,15,0,5,0,3,Truck to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
12298,15,0,5,0,3,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
12299,15,0,5,0,3,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
12300,15,0,5,0,3,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
12301,15,0,5,0,3,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
12302,15,0,5,0,3,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
12303,15,0,5,0,3,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
12304,15,0,5,0,3,Ship to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
12305,15,0,5,0,3,Ship to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
12306,15,0,5,0,3,Ship to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
12307,15,0,5,0,3,Ship to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
12308,15,0,5,0,3,Ship to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
12309,15,0,5,0,3,Ship to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
12310,15,0,5,0,3,Ship to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
12311,15,0,5,0,3,Ship to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
12312,15,0,5,0,3,Ship to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
12313,15,0,5,0,3,Ship to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
12314,15,0,5,0,3,Ship to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
12315,15,0,5,0,3,Ship to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
12316,15,0,5,0,3,Ship to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
12317,15,0,5,0,3,Ship to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
12318,15,0,5,0,3,Ship to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
12319,15,0,5,0,3,Ship to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
12320,15,0,5,0,3,Ship to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
12321,15,0,5,0,3,Ship to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
12322,15,0,5,0,3,Ship to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
12323,15,0,5,0,3,Ship to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
12324,15,0,5,0,3,Ship to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
